20140424,304.347826087,652.173913043,347.826086957,29.9,0
20140425,-25.8620689655,487.068965517,512.931034483,23.2,0
20140426,304.042179262,652.021089631,347.978910369,56.9,0
20140427,333.333333333,666.666666667,333.333333333,36.0,0
20140428,263.456090652,631.728045326,368.271954674,70.6,0
20140429,655.737704918,827.868852459,172.131147541,12.2,0
20140430,78.1893004115,539.094650206,460.905349794,24.3,0
20140501,156.756756757,578.378378378,421.621621622,18.5,0
20140502,123.89380531,561.946902655,438.053097345,45.2,0
20140503,144.736842105,572.368421053,427.631578947,30.4,0
20140504,324.960753532,662.480376766,337.519623234,63.7,0
20140505,316.265060241,658.13253012,341.86746988,66.4,0
20140506,398.316183349,699.158091674,300.841908326,534.5,0
20140507,309.882747069,654.941373534,345.058626466,59.7,0
20140508,365.319229316,682.659614658,317.340385342,264.7,0
20140509,295.180722892,647.590361446,352.409638554,33.2,0
20140510,179.916317992,589.958158996,410.041841004,23.9,0
20140511,165.517241379,582.75862069,417.24137931,29.0,0
20140512,345.138656866,672.569328433,327.430671567,299.3,0
20140513,283.018867925,641.509433962,358.490566038,328.6,0
20140514,328.072153326,664.036076663,335.963923337,177.4,0
20140515,324.133881386,662.066940693,337.933059307,340.6,0
20140516,408.64116095,704.320580475,295.679419525,606.4,0
